Date,Open,High,Low,Close,Volume
2021-11-29,112.1,113.96,112.1,113.96,127916.0
2021-11-30,113.96,114.55,111.85,111.85,145107.0
2021-12-01,111.85,112.01,109.9,109.9,87615.0
2021-12-02,109.9,110.09,108.04,108.04,97440.0
2021-12-03,108.04,110.0,107.81,110.0,19174.0
2021-12-06,110.0,110.0,108.68,108.68,36847.0
2021-12-07,108.68,108.89,108.18,108.5,75897.0
2021-12-08,108.5,109.74,108.5,109.74,102265.0
2021-12-09,109.74,110.35,108.16,108.16,51911.0
2021-12-10,108.16,108.72,104.7,104.7,73904.0
2021-12-13,104.7,104.71,100.66,100.66,213944.0
2021-12-14,100.66,102.06,100.66,102.06,104667.0
2021-12-15,102.06,103.17,101.87,103.17,115069.0
2021-12-16,103.17,103.65,99.06,99.06,125325.0
2021-12-17,99.06,100.01,98.22,99.26,143882.0
2021-12-20,99.26,100.29,99.26,100.21,56220.0
2021-12-21,100.21,100.21,99.12,99.12,82805.0
2021-12-22,99.12,99.12,96.46,96.46,64165.0
2021-12-23,96.46,96.85,95.86,95.86,167555.0
2021-12-24,95.86,95.86,95.1,95.1,79265.0
2021-12-27,95.1,95.1,93.1,93.1,94088.0
2021-12-28,93.1,95.16,92.15,95.16,89623.0
2021-12-29,95.16,95.54,94.12,94.12,128490.0
2021-12-30,94.12,94.46,91.4,91.4,93678.0
2021-12-31,91.4,91.72,85.92,85.92,89123.0
2022-01-03,85.92,86.53,83.29,83.29,81019.0
2022-01-04,83.29,83.56,82.22,82.64,101535.0
2022-01-05,82.64,82.69,79.17,79.17,102443.0
2022-01-06,79.17,79.41,77.46,77.46,84402.0
2022-01-07,77.46,78.36,76.74,77.82,106286.0
2022-01-10,77.82,77.82,76.57,76.57,85722.0
2022-01-11,76.57,77.25,75.95,75.95,109959.0
2022-01-12,75.95,76.47,75.8,75.8,105713.0
2022-01-13,75.8,76.69,75.42,76.23,103153.0
2022-01-14,76.23,76.23,75.05,75.68,125496.0
2022-01-17,75.68,75.83,75.29,75.83,51092.0
2022-01-18,75.83,77.63,75.83,77.63,121999.0
2022-01-19,77.63,78.5,76.82,77.37,70913.0
2022-01-20,77.37,77.51,76.55,76.55,131483.0
2022-01-21,76.55,78.0,76.46,78.0,127299.0
2022-01-24,78.0,78.0,77.04,77.04,80788.0
2022-01-25,77.04,79.04,76.71,79.04,129104.0
2022-01-26,79.04,80.13,77.97,78.29,102750.0
2022-01-27,78.29,79.14,77.74,78.02,107035.0
2022-01-28,78.02,78.02,77.3,77.75,125831.0
2022-01-31,77.75,79.07,77.54,77.54,53557.0
2022-02-01,77.54,78.2,77.54,78.2,144563.0
2022-02-02,78.2,80.16,78.2,80.16,125915.0
2022-02-03,80.16,80.8,79.55,80.8,117575.0
2022-02-04,80.8,82.11,80.8,81.74,70633.0
2022-02-07,81.74,82.97,80.55,80.55,168183.0
2022-02-08,80.55,81.85,80.35,81.85,93147.0
2022-02-09,81.85,82.25,81.09,82.12,96943.0
2022-02-10,82.12,82.87,82.06,82.06,107356.0
2022-02-11,82.06,82.06,81.35,81.45,147708.0
2022-02-14,81.45,81.45,80.25,80.25,93476.0
2022-02-15,80.25,82.78,80.25,82.78,136851.0
2022-02-16,82.78,83.24,81.98,81.98,77529.0
2022-02-17,81.98,81.98,79.87,79.87,118763.0
2022-02-18,79.87,80.08,77.94,77.94,153172.0
2022-02-21,77.94,78.94,77.67,78.94,59658.0
2022-02-22,78.94,78.94,78.13,78.13,74528.0
2022-02-23,78.13,78.58,76.78,76.78,105471.0
2022-02-24,76.78,78.58,75.97,78.58,80634.0
2022-02-25,78.58,80.03,78.31,80.03,91213.0
2022-02-28,80.03,80.03,79.01,79.12,139949.0
2022-03-01,79.12,82.51,79.12,82.51,154213.0
2022-03-02,82.51,83.71,82.51,83.45,61152.0
2022-03-03,83.45,83.99,82.48,83.99,105439.0
2022-03-04,83.99,84.01,82.32,83.14,74948.0
2022-03-07,83.14,83.47,82.61,82.61,91390.0
2022-03-08,82.61,82.98,82.5,82.98,74083.0
2022-03-09,82.98,83.74,82.9,82.91,73493.0
2022-03-10,82.91,83.47,82.62,82.9,89834.0
2022-03-11,82.9,85.27,82.9,85.27,86846.0
2022-03-14,85.27,85.77,83.23,83.23,112158.0
2022-03-15,83.23,84.48,83.23,84.48,144379.0
2022-03-16,84.48,85.71,84.46,85.71,142994.0
2022-03-17,85.71,89.23,85.71,89.23,107053.0
2022-03-18,89.23,89.23,87.32,87.32,131130.0
2022-03-21,87.32,87.75,86.54,87.54,89556.0
2022-03-22,87.54,87.54,86.83,86.89,108902.0
2022-03-23,86.89,87.15,86.21,86.21,99119.0
2022-03-24,86.21,86.7,84.48,84.48,65998.0
2022-03-25,84.48,85.17,83.47,84.2,161738.0
2022-03-28,84.2,84.61,82.18,82.18,152114.0
2022-03-29,82.18,82.36,81.58,82.36,138131.0
2022-03-30,82.36,82.36,81.05,81.53,104116.0
2022-03-31,81.53,81.83,79.01,79.01,71845.0
2022-04-01,79.01,79.01,77.83,77.83,114988.0
2022-04-04,77.83,78.49,77.42,77.55,88159.0
2022-04-05,77.55,78.37,75.65,75.65,49742.0
2022-04-06,75.65,76.64,75.16,76.55,95966.0
2022-04-07,76.55,77.41,76.55,77.41,142405.0
2022-04-08,77.41,79.16,76.75,79.16,129193.0
2022-04-11,79.16,80.39,78.81,80.39,102193.0
2022-04-12,80.39,81.02,78.98,78.98,145014.0
2022-04-13,78.98,78.98,78.33,78.33,69074.0
2022-04-14,78.33,79.44,77.35,79.44,127545.0
2022-04-15,79.44,79.44,77.91,77.91,95762.0
2022-04-18,77.91,78.94,77.21,77.21,66834.0
2022-04-19,77.21,77.39,75.62,75.62,85878.0
2022-04-20,75.62,77.22,74.77,77.22,122865.0
2022-04-21,77.22,77.85,75.63,77.25,70951.0
2022-04-22,77.25,79.42,76.82,79.42,102543.0
2022-04-25,79.42,79.55,78.3,78.3,73934.0
2022-04-26,78.3,78.96,77.73,78.96,80266.0
2022-04-27,78.96,79.74,78.96,79.53,20632.0
2022-04-28,79.53,80.99,77.02,77.02,116918.0
2022-04-29,77.02,78.34,76.58,76.58,115904.0
2022-05-02,76.58,77.14,74.67,74.67,80231.0
2022-05-03,74.67,75.28,74.67,74.82,59433.0
2022-05-04,74.82,74.82,71.8,71.8,134811.0
2022-05-05,71.8,72.47,69.67,69.67,118892.0
2022-05-06,69.67,70.78,68.31,68.31,154621.0
2022-05-09,68.31,68.86,67.95,68.61,123795.0
2022-05-10,68.61,70.81,68.06,70.81,74574.0
2022-05-11,70.81,71.45,70.81,71.45,62733.0
2022-05-12,71.45,71.84,71.09,71.09,118575.0
2022-05-13,71.09,71.96,68.59,68.59,104317.0
2022-05-16,68.59,68.87,67.75,67.75,91314.0
2022-05-17,67.75,68.39,67.36,68.39,66736.0
2022-05-18,68.39,68.56,67.97,67.97,74198.0
2022-05-19,67.97,68.22,67.2,68.22,85866.0
2022-05-20,68.22,68.48,67.93,67.93,94955.0
2022-05-23,67.93,68.32,67.69,68.13,67041.0
2022-05-24,68.13,68.13,67.12,67.12,127918.0
2022-05-25,67.12,67.16,64.49,64.49,101597.0
2022-05-26,64.49,65.92,64.49,65.19,128515.0
2022-05-27,65.19,66.67,64.32,66.67,99285.0
2022-05-30,66.67,66.9,65.91,65.91,87734.0
2022-05-31,65.91,68.52,65.35,68.52,236976.0
2022-06-01,68.52,71.41,67.93,71.41,190629.0
2022-06-02,71.41,72.16,70.45,71.72,140128.0
2022-06-03,71.72,72.16,70.96,71.28,100875.0
2022-06-06,71.28,71.28,70.17,70.17,86707.0
2022-06-07,70.17,72.03,70.17,72.03,114762.0
2022-06-08,72.03,74.87,72.03,74.87,175075.0
2022-06-09,74.87,76.3,74.64,76.3,42318.0
2022-06-10,76.3,76.52,75.14,76.52,42413.0
2022-06-13,76.52,76.98,76.15,76.69,98461.0
2022-06-14,76.69,77.02,76.39,76.39,109404.0
2022-06-15,76.39,76.9,76.21,76.9,106721.0
2022-06-16,76.9,77.5,76.9,77.5,91838.0
2022-06-17,77.5,79.4,77.15,78.3,97476.0
2022-06-20,78.3,79.48,77.44,79.48,79237.0
2022-06-21,79.48,79.48,78.45,79.01,64388.0
2022-06-22,79.01,79.71,77.89,77.89,72706.0
2022-06-23,77.89,78.8,76.0,76.0,17752.0
2022-06-24,76.0,76.37,75.66,75.78,87087.0
2022-06-27,75.78,78.27,74.94,78.27,117995.0
2022-06-28,78.27,78.58,77.58,78.58,64255.0
2022-06-29,78.58,78.92,78.03,78.03,129548.0
2022-06-30,78.03,79.42,78.03,78.66,84082.0
2022-07-01,78.66,79.04,78.64,79.04,128137.0
2022-07-04,79.04,79.44,78.55,78.55,76056.0
2022-07-05,78.55,78.64,77.7,78.38,47431.0
2022-07-06,78.38,78.38,76.8,76.8,56893.0
2022-07-07,76.8,77.11,76.26,77.11,95759.0
2022-07-08,77.11,78.0,77.0,77.0,85664.0
2022-07-11,77.0,80.21,76.66,80.21,160650.0
2022-07-12,80.21,81.12,78.23,78.23,124969.0
2022-07-13,78.23,79.23,78.23,79.23,53415.0
2022-07-14,79.23,79.23,78.98,78.98,131934.0
2022-07-15,78.98,80.33,78.42,80.33,82824.0
2022-07-18,80.33,80.38,79.99,79.99,108870.0
2022-07-19,79.99,80.34,77.17,77.17,149602.0
2022-07-20,77.17,77.54,76.28,77.54,91971.0
2022-07-21,77.54,79.51,76.86,79.51,75989.0
2022-07-22,79.51,80.16,78.95,80.16,67988.0
2022-07-25,80.16,81.42,80.05,80.86,118171.0
2022-07-26,80.86,82.16,79.95,79.95,142395.0
2022-07-27,79.95,79.95,78.82,78.82,52581.0
2022-07-28,78.82,79.81,78.82,78.85,121590.0
2022-07-29,78.85,80.51,78.85,80.51,130168.0
2022-08-01,80.51,80.8,79.94,80.21,108952.0
2022-08-02,80.21,80.21,79.18,79.97,78738.0
2022-08-03,79.97,80.31,79.53,79.53,74630.0
2022-08-04,79.53,80.1,78.83,79.66,47185.0
2022-08-05,79.66,81.98,79.66,81.98,79493.0
2022-08-08,81.98,83.64,81.61,83.64,139941.0
2022-08-09,83.64,86.47,83.64,86.47,94842.0
2022-08-10,86.47,87.5,85.03,85.03,167355.0
2022-08-11,85.03,85.83,83.84,85.37,39929.0
2022-08-12,85.37,85.88,83.56,85.88,100305.0
2022-08-15,85.88,86.29,85.31,85.51,149216.0
2022-08-16,85.51,85.51,83.95,84.93,118614.0
2022-08-17,84.93,85.88,84.54,85.47,77900.0
2022-08-18,85.47,85.47,84.7,84.7,80803.0
2022-08-19,84.7,86.26,84.21,86.26,64884.0
2022-08-22,86.26,86.69,86.09,86.09,111482.0
2022-08-23,86.09,88.37,85.32,88.37,71618.0
2022-08-24,88.37,88.37,86.82,86.82,81830.0
2022-08-25,86.82,87.61,86.81,87.61,134342.0
2022-08-26,87.61,87.81,85.13,85.13,51215.0
2022-08-29,85.13,86.75,83.97,86.75,96439.0
2022-08-30,86.75,87.25,84.14,84.14,111587.0
2022-08-31,84.14,84.86,83.23,84.86,73065.0
2022-09-01,84.86,84.86,82.43,82.43,143710.0
2022-09-02,82.43,83.05,81.88,82.63,125907.0
2022-09-05,82.63,84.02,80.74,80.74,60294.0
2022-09-06,80.74,81.33,78.88,78.88,125692.0
2022-09-07,78.88,78.95,77.9,78.9,88144.0
2022-09-08,78.9,79.33,76.32,76.32,96967.0
2022-09-09,76.32,76.76,76.06,76.4,119414.0
2022-09-12,76.4,77.36,76.04,77.36,98204.0
2022-09-13,77.36,78.06,73.08,73.08,140320.0
2022-09-14,73.08,73.14,72.57,73.14,113313.0
2022-09-15,73.14,73.39,72.7,72.7,92354.0
2022-09-16,72.7,73.98,72.14,73.98,88908.0
2022-09-19,73.98,74.21,73.58,74.21,77695.0
2022-09-20,74.21,76.25,74.01,76.25,137267.0
2022-09-21,76.25,76.25,74.93,74.93,105623.0
2022-09-22,74.93,75.21,74.08,74.08,106729.0
2022-09-23,74.08,74.88,71.99,71.99,146222.0
2022-09-26,71.99,73.1,70.78,70.78,50902.0
2022-09-27,70.78,70.9,70.61,70.84,104554.0
2022-09-28,70.84,70.89,70.17,70.89,72830.0
2022-09-29,70.89,71.3,69.61,69.61,73750.0
2022-09-30,69.61,69.61,68.79,69.18,68368.0
2022-10-03,69.18,69.97,69.05,69.19,42973.0
2022-10-04,69.19,69.36,68.9,68.9,98724.0
2022-10-05,68.9,69.77,68.03,69.77,90859.0
2022-10-06,69.77,70.14,68.52,70.14,107691.0
2022-10-07,70.14,70.57,70.14,70.3,127094.0
2022-10-10,70.3,71.99,70.13,71.99,137598.0
2022-10-11,71.99,72.19,71.15,71.96,181334.0
2022-10-12,71.96,72.24,71.74,71.74,132803.0
2022-10-13,71.74,71.83,70.86,70.86,148734.0
2022-10-14,70.86,71.68,69.34,69.34,107071.0
2022-10-17,69.34,69.57,67.51,67.51,95378.0
2022-10-18,67.51,67.51,65.64,65.64,79308.0
2022-10-19,65.64,66.91,65.64,66.91,109829.0
2022-10-20,66.91,66.98,66.75,66.75,115935.0
2022-10-21,66.75,66.75,64.39,64.39,152305.0
2022-10-24,64.39,65.91,64.35,65.91,133906.0
2022-10-25,65.91,65.95,65.08,65.08,117464.0
2022-10-26,65.08,65.78,64.96,65.7,182980.0
2022-10-27,65.7,65.75,65.24,65.67,109321.0
2022-10-28,65.67,66.18,64.86,66.18,119304.0
2022-10-31,66.18,66.89,65.89,65.89,184163.0
2022-11-01,65.89,66.09,64.78,64.78,104827.0
2022-11-02,64.78,65.14,64.57,64.57,118652.0
2022-11-03,64.57,65.45,64.53,65.45,61317.0
2022-11-04,65.45,65.75,64.27,64.27,130428.0
2022-11-07,64.27,64.6,62.72,62.72,104151.0
2022-11-08,62.72,62.72,62.36,62.64,166437.0
2022-11-09,62.64,63.32,60.91,63.32,106940.0
2022-11-10,63.32,65.24,63.12,65.24,94236.0
2022-11-11,65.24,67.48,65.24,67.48,77050.0
2022-11-14,67.48,69.05,67.25,67.25,105068.0
2022-11-15,67.25,67.25,65.64,65.64,132305.0
2022-11-16,65.64,65.9,65.28,65.28,97878.0
2022-11-17,65.28,65.28,64.77,65.16,69626.0
2022-11-18,65.16,66.98,64.22,66.98,56555.0
2022-11-21,66.98,67.57,66.47,67.57,100034.0
2022-11-22,67.57,68.06,66.08,66.08,107456.0
2022-11-23,66.08,66.08,64.25,64.25,102098.0
2022-11-24,64.25,64.86,64.02,64.42,127748.0
2022-11-25,64.42,65.7,64.2,65.7,107764.0
2022-11-28,65.7,65.76,65.43,65.43,139535.0
2022-11-29,65.43,65.7,63.17,63.17,124955.0
2022-11-30,63.17,63.55,62.75,63.55,76904.0
2022-12-01,63.55,63.73,62.86,62.86,54548.0
2022-12-02,62.86,63.0,62.73,63.0,63005.0
2022-12-05,63.0,63.39,62.45,62.45,125564.0
2022-12-06,62.45,62.66,61.0,61.0,118320.0
2022-12-07,61.0,61.71,61.0,61.71,113881.0
2022-12-08,61.71,62.04,61.53,62.04,58934.0
2022-12-09,62.04,62.39,59.72,59.72,111391.0
2022-12-12,59.72,59.74,59.15,59.15,70186.0
2022-12-13,59.15,60.32,58.72,58.72,82519.0
2022-12-14,58.72,59.88,58.21,59.88,127347.0
2022-12-15,59.88,60.11,59.03,60.11,151506.0
2022-12-16,60.11,60.31,59.68,59.68,88860.0
2022-12-19,59.68,60.73,59.17,60.73,80523.0
2022-12-20,60.73,61.44,60.27,61.44,82234.0
2022-12-21,61.44,61.45,60.77,61.45,92595.0
2022-12-22,61.45,62.5,61.32,62.5,110580.0
2022-12-23,62.5,62.9,62.13,62.13,77870.0
2022-12-26,62.13,62.29,60.43,60.43,104330.0
2022-12-27,60.43,61.7,58.99,61.7,83046.0
2022-12-28,61.7,62.1,60.93,60.93,129620.0
2022-12-29,60.93,61.44,59.99,60.83,69787.0
2022-12-30,60.83,61.11,60.63,60.63,111350.0
2023-01-02,60.63,60.63,59.74,59.74,78655.0
2023-01-03,59.74,61.86,59.33,61.86,97342.0
2023-01-04,61.86,62.45,61.86,62.26,110409.0
2023-01-05,62.26,62.48,61.98,62.48,124775.0
2023-01-06,62.48,64.46,61.79,64.46,81913.0
2023-01-09,64.46,65.44,63.98,65.44,78493.0
2023-01-10,65.44,66.2,64.56,64.56,130891.0
2023-01-11,64.56,64.62,63.7,64.62,131489.0
2023-01-12,64.62,64.8,64.51,64.78,95284.0
2023-01-13,64.78,65.25,63.88,64.84,150113.0
2023-01-16,64.84,65.7,64.84,65.02,95756.0
2023-01-17,65.02,65.02,63.36,63.36,99218.0
2023-01-18,63.36,64.23,63.14,64.23,67547.0
2023-01-19,64.23,64.4,62.31,62.31,129012.0
2023-01-20,62.31,62.8,61.02,61.23,108247.0
2023-01-23,61.23,61.61,59.29,59.29,76005.0
2023-01-24,59.29,59.29,56.8,56.8,211077.0
2023-01-25,56.8,57.22,55.84,57.22,106164.0
2023-01-26,57.22,57.59,56.68,57.59,94568.0
2023-01-27,57.59,57.59,56.34,56.74,67730.0
2023-01-30,56.74,57.79,56.74,57.79,32347.0
2023-01-31,57.79,57.84,57.06,57.66,88174.0
2023-02-01,57.66,57.66,55.84,55.84,77380.0
2023-02-02,55.84,56.28,54.79,54.99,74470.0
2023-02-03,54.99,55.34,54.24,54.62,95855.0
2023-02-06,54.62,54.65,54.33,54.65,96498.0
2023-02-07,54.65,55.21,54.65,55.21,104994.0
2023-02-08,55.21,55.21,54.82,54.82,112469.0
2023-02-09,54.82,55.04,53.4,53.4,124739.0
2023-02-10,53.4,54.7,52.99,54.44,61157.0
2023-02-13,54.44,54.44,53.88,54.01,65394.0
2023-02-14,54.01,55.55,53.91,55.55,76941.0
2023-02-15,55.55,56.52,55.53,56.52,96506.0
2023-02-16,56.52,56.87,56.06,56.87,122068.0
2023-02-17,56.87,56.9,55.42,55.42,84119.0
2023-02-20,55.42,56.21,55.42,56.0,68220.0
2023-02-21,56.0,56.63,55.51,56.59,132915.0
2023-02-22,56.59,56.99,54.6,54.6,131518.0
2023-02-23,54.6,54.78,54.6,54.68,95547.0
2023-02-24,54.68,55.31,54.39,55.31,106756.0
2023-02-27,55.31,56.14,54.25,56.14,99598.0
2023-02-28,56.14,58.52,56.07,58.52,150652.0
2023-03-01,58.52,59.04,58.11,59.04,94631.0
2023-03-02,59.04,59.62,56.58,56.58,96896.0
2023-03-03,56.58,57.67,56.23,57.67,73798.0
2023-03-06,57.67,59.65,57.4,59.65,90873.0
2023-03-07,59.65,61.13,59.45,61.13,114111.0
2023-03-08,61.13,62.91,61.13,62.91,106782.0
2023-03-09,62.91,63.84,62.55,62.55,177566.0
2023-03-10,62.55,63.08,62.12,62.59,97528.0
2023-03-13,62.59,64.59,62.03,64.59,125480.0
2023-03-14,64.59,64.94,63.4,63.4,128397.0
2023-03-15,63.4,63.57,62.57,63.57,126610.0
2023-03-16,63.57,64.16,62.65,64.16,91379.0
2023-03-17,64.16,64.32,64.16,64.27,94952.0
2023-03-20,64.27,66.07,63.3,66.07,25696.0
2023-03-21,66.07,66.19,65.77,66.1,97119.0
2023-03-22,66.1,66.1,65.1,65.1,93867.0
2023-03-23,65.1,67.42,64.57,67.42,89573.0
2023-03-24,67.42,70.06,67.14,70.06,203557.0
2023-03-27,70.06,70.58,69.56,69.56,113856.0
2023-03-28,69.56,69.56,68.59,68.59,107501.0
2023-03-29,68.59,69.58,68.3,69.58,133720.0
2023-03-30,69.58,70.12,69.22,69.46,76527.0
2023-03-31,69.46,70.42,66.32,66.32,95617.0
2023-04-03,66.32,66.81,65.46,66.81,69429.0
2023-04-04,66.81,66.81,64.4,64.4,147365.0
2023-04-05,64.4,66.47,63.76,66.47,56591.0
2023-04-06,66.47,66.83,65.4,65.4,75018.0
2023-04-07,65.4,65.84,64.32,65.83,112992.0
2023-04-10,65.83,67.22,65.83,67.22,57138.0
2023-04-11,67.22,68.05,67.19,67.19,104669.0
2023-04-12,67.19,67.74,66.42,67.71,64950.0
2023-04-13,67.71,67.76,67.48,67.76,124474.0
2023-04-14,67.76,67.93,66.59,66.59,88161.0
2023-04-17,66.59,67.59,66.39,66.39,85416.0
2023-04-18,66.39,66.48,65.59,65.59,107557.0
2023-04-19,65.59,66.82,65.59,65.75,78370.0
2023-04-20,65.75,66.5,65.45,65.61,101936.0
2023-04-21,65.61,65.61,63.98,63.98,104142.0
2023-04-24,63.98,63.98,63.2,63.2,72164.0
2023-04-25,63.2,63.36,61.26,61.26,22987.0
2023-04-26,61.26,61.38,59.84,59.84,86636.0
2023-04-27,59.84,60.35,58.8,59.71,155338.0
2023-04-28,59.71,59.97,58.54,58.54,128715.0
2023-05-01,58.54,58.56,56.86,56.86,119126.0
2023-05-02,56.86,57.66,56.23,57.54,59179.0
2023-05-03,57.54,58.36,57.47,57.91,87984.0
2023-05-04,57.91,57.91,57.38,57.38,128389.0
2023-05-05,57.38,58.97,56.9,58.97,122769.0
2023-05-08,58.97,58.97,57.16,57.16,114611.0
2023-05-09,57.16,57.55,56.7,56.7,76242.0
2023-05-10,56.7,57.17,56.57,56.77,119447.0
2023-05-11,56.77,57.21,56.15,56.15,63264.0
2023-05-12,56.15,56.83,55.77,55.98,110117.0
2023-05-15,55.98,57.17,55.43,57.17,77673.0
2023-05-16,57.17,57.17,56.58,56.58,58092.0
2023-05-17,56.58,56.58,53.85,53.85,154876.0
2023-05-18,53.85,54.18,52.75,52.75,110863.0
2023-05-19,52.75,53.7,52.36,53.7,82517.0
2023-05-22,53.7,54.71,53.55,54.71,83525.0
2023-05-23,54.71,57.11,53.98,57.11,214318.0
2023-05-24,57.11,58.89,57.11,58.89,110806.0
2023-05-25,58.89,61.69,58.45,61.69,153187.0
2023-05-26,61.69,63.9,61.69,63.9,139362.0
2023-05-29,63.9,64.74,63.74,63.76,132753.0
2023-05-30,63.76,63.95,63.59,63.95,96323.0
2023-05-31,63.95,64.95,63.78,64.95,102199.0
2023-06-01,64.95,65.22,64.57,64.57,135670.0
2023-06-02,64.57,65.09,63.67,63.67,134801.0
2023-06-05,63.67,63.98,62.85,62.85,54344.0
2023-06-06,62.85,63.17,62.5,63.14,64222.0
2023-06-07,63.14,63.14,62.13,62.13,85971.0
2023-06-08,62.13,62.52,61.11,61.11,117221.0
2023-06-09,61.11,63.02,60.96,63.02,75491.0
2023-06-12,63.02,63.77,63.02,63.77,104141.0
2023-06-13,63.77,67.18,63.55,67.18,137982.0
2023-06-14,67.18,67.85,66.91,67.3,119956.0
2023-06-15,67.3,67.33,66.94,67.02,104789.0
2023-06-16,67.02,67.72,67.01,67.72,45455.0
2023-06-19,67.72,68.14,67.27,67.27,48176.0
2023-06-20,67.27,67.39,66.91,67.39,107425.0
2023-06-21,67.39,67.64,66.88,66.94,160221.0
2023-06-22,66.94,67.22,65.52,65.52,95684.0
2023-06-23,65.52,66.05,65.11,66.05,127262.0
2023-06-26,66.05,66.81,65.05,66.81,131973.0
2023-06-27,66.81,67.05,66.67,66.67,76921.0
2023-06-28,66.67,66.91,66.29,66.91,129016.0
2023-06-29,66.91,67.39,66.84,67.39,58676.0
2023-06-30,67.39,67.44,63.8,63.8,107250.0
2023-07-03,63.8,63.85,62.89,62.89,129365.0
2023-07-04,62.89,63.48,62.77,63.48,82629.0
2023-07-05,63.48,63.48,62.48,62.48,80238.0
2023-07-06,62.48,63.98,61.98,63.98,81172.0
2023-07-07,63.98,66.6,63.89,66.6,101887.0
2023-07-10,66.6,66.75,66.04,66.53,107078.0
2023-07-11,66.53,67.1,65.81,67.1,90225.0
2023-07-12,67.1,68.09,66.48,66.48,109183.0
2023-07-13,66.48,66.48,63.87,63.87,159548.0
2023-07-14,63.87,68.01,63.6,68.01,84226.0
2023-07-17,68.01,68.52,67.75,67.75,117077.0
2023-07-18,67.75,68.04,66.73,66.73,113270.0
2023-07-19,66.73,68.38,66.73,68.38,68862.0
2023-07-20,68.38,69.4,68.32,68.32,124093.0
2023-07-21,68.32,68.97,67.97,68.97,85140.0
2023-07-24,68.97,68.97,67.62,67.62,77371.0
2023-07-25,67.62,68.45,66.71,66.71,111707.0
2023-07-26,66.71,66.71,63.85,63.85,171960.0
2023-07-27,63.85,64.3,63.81,64.3,113384.0
2023-07-28,64.3,64.94,64.21,64.21,111588.0
2023-07-31,64.21,64.85,64.0,64.0,131602.0
2023-08-01,64.0,65.18,62.25,62.25,95715.0
2023-08-02,62.25,62.52,62.02,62.52,83706.0
2023-08-03,62.52,62.98,61.97,62.98,150726.0
2023-08-04,62.98,63.6,62.5,62.5,102943.0
2023-08-07,62.5,63.73,61.97,63.73,64178.0
2023-08-08,63.73,64.82,62.83,62.83,77898.0
2023-08-09,62.83,62.83,61.86,62.55,81528.0
2023-08-10,62.55,63.22,62.33,63.22,87448.0
2023-08-11,63.22,64.16,63.11,64.16,91277.0
2023-08-14,64.16,64.58,64.15,64.31,78933.0
2023-08-15,64.31,64.31,62.68,62.68,0.0
2023-08-16,62.68,63.77,61.97,63.77,93535.0
2023-08-17,63.77,64.31,63.2,63.5,138027.0
2023-08-18,63.5,63.75,62.37,62.83,98402.0
2023-08-21,62.83,64.07,62.42,64.07,119236.0
2023-08-22,64.07,64.2,63.97,64.05,105927.0
2023-08-23,64.05,64.79,63.91,64.56,107289.0
2023-08-24,64.56,66.49,64.56,66.49,70533.0
2023-08-25,66.49,66.84,65.83,65.83,93925.0
2023-08-28,65.83,68.87,65.83,68.87,125031.0
2023-08-29,68.87,69.33,67.94,68.37,130594.0
2023-08-30,68.37,68.73,68.15,68.15,75966.0
2023-08-31,68.15,68.58,67.68,68.58,98469.0
2023-09-01,68.58,69.74,68.58,69.74,111232.0
2023-09-04,69.74,69.86,69.16,69.86,83645.0
2023-09-05,69.86,71.27,69.33,71.27,96631.0
2023-09-06,71.27,72.34,70.42,71.1,129411.0
2023-09-07,71.1,72.9,70.41,72.9,133232.0
2023-09-08,72.9,72.98,72.71,72.98,94997.0
2023-09-11,72.98,74.07,72.98,74.07,43963.0
2023-09-12,74.07,74.93,73.27,74.93,100868.0
2023-09-13,74.93,76.91,74.92,76.91,160659.0
2023-09-14,76.91,77.46,75.07,76.21,109286.0
2023-09-15,76.21,77.91,76.21,77.91,111271.0
2023-09-18,77.91,78.82,77.87,78.82,64713.0
2023-09-19,78.82,81.38,78.82,81.38,116954.0
2023-09-20,81.38,83.55,81.38,83.55,92200.0
2023-09-21,83.55,83.92,83.33,83.92,88581.0
2023-09-22,83.92,86.46,83.72,86.46,86511.0
2023-09-25,86.46,86.46,85.17,85.73,99990.0
2023-09-26,85.73,87.01,85.35,85.35,97369.0
2023-09-27,85.35,85.83,83.7,83.7,91160.0
2023-09-28,83.7,83.7,82.07,82.07,89538.0
2023-09-29,82.07,82.75,81.34,82.75,65490.0
2023-10-02,82.75,83.76,81.44,82.01,93073.0
2023-10-03,82.01,84.21,82.01,84.21,123111.0
2023-10-04,84.21,84.21,82.05,82.05,108858.0
2023-10-05,82.05,82.99,82.05,82.21,115645.0
2023-10-06,82.21,82.25,81.56,81.56,111427.0
2023-10-09,81.56,82.33,81.56,81.96,92993.0
2023-10-10,81.96,83.96,80.89,83.96,99903.0
2023-10-11,83.96,85.81,83.86,85.81,148718.0
2023-10-12,85.81,87.98,85.81,87.98,133209.0
2023-10-13,87.98,93.01,87.87,93.01,108681.0
2023-10-16,93.01,93.14,92.68,93.13,74828.0
2023-10-17,93.13,93.81,92.41,93.81,137619.0
2023-10-18,93.81,94.9,93.11,93.11,127185.0
2023-10-19,93.11,94.75,91.43,94.75,139764.0
2023-10-20,94.75,99.76,94.61,99.76,98664.0
2023-10-23,99.76,100.07,98.48,98.48,97354.0
2023-10-24,98.48,99.51,97.65,99.51,87154.0
2023-10-25,99.51,101.28,98.98,101.28,153816.0
2023-10-26,101.28,103.07,100.34,102.28,118308.0
